2018-10-17_06:39:52,7708.00,27.62
2018-10-17_06:39:59,7772.00,27.81
2018-10-17_06:40:07,7792.00,27.81
2018-10-17_06:40:14,7791.00,27.87
2018-10-17_06:40:21,7720.00,27.87
2018-10-17_06:40:28,7778.00,27.94
2018-10-17_06:40:36,7732.00,27.94
2018-10-17_06:40:43,7666.00,28.00
2018-10-17_06:40:50,7692.00,28.00
2018-10-17_06:40:58,7739.00,28.00
2018-10-17_06:41:05,7716.00,28.06
2018-10-17_06:41:12,7736.00,27.94
2018-10-17_06:41:19,7739.00,28.00
2018-10-17_06:41:27,7733.00,28.00
2018-10-17_06:41:34,7712.00,28.00
2018-10-17_06:41:41,7711.00,28.00
2018-10-17_06:42:53,7797.00,28.12
2018-10-17_06:43:00,7765.00,28.19
2018-10-17_06:43:08,7747.00,28.25
2018-10-17_06:43:15,7763.00,28.25
2018-10-17_06:43:22,7754.00,28.25
2018-10-17_06:43:30,7734.00,28.25
2018-10-17_06:43:37,7747.00,28.31
2018-10-17_06:43:44,7708.00,28.31
2018-10-17_06:43:51,7713.00,28.31
2018-10-17_06:43:59,7751.00,28.31
2018-10-17_06:44:06,7731.00,28.31
2018-10-17_06:44:13,7736.00,28.37
2018-10-17_06:44:20,7696.00,28.37
2018-10-17_06:44:28,7744.00,28.37
2018-10-17_06:44:35,7744.00,28.37
2018-10-17_06:44:42,7714.00,28.37
2018-10-17_06:44:50,7727.00,28.44
2018-10-17_06:44:57,7711.00,28.44
2018-10-17_06:45:04,7746.00,28.44
2018-10-17_06:45:11,7746.00,28.44
2018-10-17_06:45:19,7732.00,28.44
2018-10-17_06:45:26,7753.00,28.44
2018-10-17_06:45:33,7732.00,28.44
2018-10-17_06:45:40,7748.00,28.44
2018-10-17_06:45:48,7700.00,28.37
2018-10-17_06:45:55,7738.00,28.31
2018-10-17_06:46:02,7714.00,28.31
2018-10-17_06:46:10,7723.00,28.37
2018-10-17_06:46:17,7695.00,28.37
2018-10-17_06:46:24,7730.00,28.37
2018-10-17_06:46:31,7733.00,28.37
2018-10-17_06:46:39,7728.00,28.37
2018-10-17_06:46:46,7710.00,28.37
2018-10-17_06:46:53,7733.00,28.44
